seq_id,organism,genus,evalue,score,bias,description
ABF58714.1,Trypanosoma brucei,Trypanosoma,3.40E-05,19.6,0,actin-related protein 6 [Trypanosoma brucei]
AAX80912.1,Trypanosoma brucei,Trypanosoma,0.0015,14.3,0,"actin, putative [Trypanosoma brucei]"
ABF58711.1,Trypanosoma brucei,Trypanosoma,0.0015,14.3,0,actin-like protein 4 [Trypanosoma brucei]
EAN76600.1,Trypanosoma brucei brucei TREU927,Trypanosoma,3.90E-166,549.9,0,"actin-like protein 3, putative [Trypanosoma brucei brucei TREU927]"
EAN76875.1,Trypanosoma brucei brucei TREU927,Trypanosoma,5.50E-89,295.7,0,actin A [Trypanosoma brucei brucei TREU927]
EAN76876.1,Trypanosoma brucei brucei TREU927,Trypanosoma,5.50E-89,295.7,0,actin A [Trypanosoma brucei brucei TREU927]
EAN78938.1,Trypanosoma brucei brucei TREU927,Trypanosoma,6.20E-59,196.7,0,"actin-like protein 2, putative [Trypanosoma brucei brucei TREU927]"
EAN79963.1,Trypanosoma brucei brucei TREU927,Trypanosoma,5.70E-45,150.7,0,"actin-like protein, putative [Trypanosoma brucei brucei TREU927]"
EAN79355.1,Trypanosoma brucei brucei TREU927,Trypanosoma,1.10E-43,146.5,0,"actin, putative [Trypanosoma brucei brucei TREU927]"
EAN76609.1,Trypanosoma brucei brucei TREU927,Trypanosoma,3.50E-25,85.5,0,"actin, putative [Trypanosoma brucei brucei TREU927]"
AAZ10336.1,Trypanosoma brucei brucei TREU927,Trypanosoma,5.10E-06,22.3,0.3,"actin-like protein, putative [Trypanosoma brucei brucei TREU927]"
EAN77627.1,Trypanosoma brucei brucei TREU927,Trypanosoma,3.40E-05,19.6,0,"actin-like protein, putative [Trypanosoma brucei brucei TREU927]"
AAZ10689.1,Trypanosoma brucei brucei TREU927,Trypanosoma,0.0015,14.3,0,"actin, putative [Trypanosoma brucei brucei TREU927]"
RHW70229.1,Trypanosoma brucei equiperdum,Trypanosoma,5.50E-89,295.7,0,actin A [Trypanosoma brucei equiperdum]
RHW70394.1,Trypanosoma brucei equiperdum,Trypanosoma,5.50E-89,295.7,0,actin A [Trypanosoma brucei equiperdum]
RHW73392.1,Trypanosoma brucei equiperdum,Trypanosoma,5.00E-06,22.4,0.2,actin-like protein [Trypanosoma brucei equiperdum]
RHW72731.1,Trypanosoma brucei equiperdum,Trypanosoma,0.0013,14.5,0,actin [Trypanosoma brucei equiperdum]
CBH14208.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,3.90E-166,549.9,0,"actin related protein 3, putative [Trypanosoma brucei gambiense DAL972]"
CBH14414.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,5.50E-89,295.7,0,actin A [Trypanosoma brucei gambiense DAL972]
CBH14415.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,7.80E-89,295.2,0,actin A [Trypanosoma brucei gambiense DAL972]
CBH16831.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,1.70E-59,198.5,0,"actin-like protein 2, putative [Trypanosoma brucei gambiense DAL972]"
CBH18017.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,1.80E-44,149,0,"actin-like protein, putative [Trypanosoma brucei gambiense DAL972]"
CBH17332.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,1.10E-43,146.5,0,"actin, putative [Trypanosoma brucei gambiense DAL972]"
CBH16827.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,2.90E-31,105.5,0,"actin-like protein 2, putative, (fragment), partial [Trypanosoma brucei gambiense DAL972]"
CBH14214.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,3.50E-25,85.5,0,"actin, putative [Trypanosoma brucei gambiense DAL972]"
CBH09973.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,5.00E-06,22.4,0.2,"actin-like protein, putative [Trypanosoma brucei gambiense DAL972]"
CBH15156.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,3.40E-05,19.6,0,"actin-like protein, putative [Trypanosoma brucei gambiense DAL972]"
CBH10374.1,Trypanosoma brucei gambiense DAL972,Trypanosoma,0.0013,14.5,0,"actin, putative [Trypanosoma brucei gambiense DAL972]"
CCD15985.1,Trypanosoma congolense IL3000,Trypanosoma,1.00E-88,294.8,0,unnamed protein product [Trypanosoma congolense IL3000]
RNF08996.1,Trypanosoma conorhini,Trypanosoma,7.50E-171,565.4,0,putative actin-related protein 3 [Trypanosoma conorhini]
RNE94977.1,Trypanosoma conorhini,Trypanosoma,1.00E-88,294.8,0,actin [Trypanosoma conorhini]
RNF27318.1,Trypanosoma conorhini,Trypanosoma,8.50E-75,248.9,0,putative actin 2 [Trypanosoma conorhini]
RNF17197.1,Trypanosoma conorhini,Trypanosoma,2.50E-56,188.1,0,putative actin-related protein 2 [Trypanosoma conorhini]
RNF22555.1,Trypanosoma conorhini,Trypanosoma,9.00E-46,153.3,0,actin-like protein [Trypanosoma conorhini]
RNF14289.1,Trypanosoma conorhini,Trypanosoma,2.20E-42,142.1,0,actin-like protein [Trypanosoma conorhini]
RNF14891.1,Trypanosoma conorhini,Trypanosoma,1.10E-27,93.7,0,putative actin [Trypanosoma conorhini]
RNF09002.1,Trypanosoma conorhini,Trypanosoma,1.90E-26,89.7,0,putative actin-like protein [Trypanosoma conorhini]
RNF08061.1,Trypanosoma conorhini,Trypanosoma,0.0004,16.1,0,actin-like protein [Trypanosoma conorhini]
EAN83141.1,Trypanosoma cruzi,Trypanosoma,5.20E-173,572.5,0,"actin-related protein 3, putative [Trypanosoma cruzi]"
EAN98434.1,Trypanosoma cruzi,Trypanosoma,5.20E-173,572.5,0,"actin-related protein 3, putative [Trypanosoma cruzi]"
KAF5222199.1,Trypanosoma cruzi,Trypanosoma,5.20E-173,572.5,0,hypothetical protein ECC02_004713 [Trypanosoma cruzi]
PWV00898.1,Trypanosoma cruzi,Trypanosoma,5.20E-173,572.5,0,putative actin-related protein 3 [Trypanosoma cruzi]
KAF8278061.1,Trypanosoma cruzi,Trypanosoma,1.60E-172,570.9,0,putative actin-related protein 3 [Trypanosoma cruzi]
PWU94492.1,Trypanosoma cruzi,Trypanosoma,1.60E-172,570.9,0,putative actin-related protein 3 [Trypanosoma cruzi]
AAP97326.1,Trypanosoma cruzi,Trypanosoma,3.60E-88,293,0,actin 1 [Trypanosoma cruzi]
AAP97327.1,Trypanosoma cruzi,Trypanosoma,3.60E-88,293,0,actin 2 [Trypanosoma cruzi]
AAP97329.1,Trypanosoma cruzi,Trypanosoma,3.60E-88,293,0,actin 3 [Trypanosoma cruzi]
AFC75702.1,Trypanosoma cruzi,Trypanosoma,5.40E-88,292.4,0,actin [Trypanosoma cruzi]
AAA62141.1,Trypanosoma cruzi,Trypanosoma,1.20E-86,287.9,0,actin 1 [Trypanosoma cruzi]
AAA62142.1,Trypanosoma cruzi,Trypanosoma,1.20E-86,287.9,0,actin 2 [Trypanosoma cruzi]
EAN88410.1,Trypanosoma cruzi,Trypanosoma,3.20E-79,263.5,0,"actin, putative, partial [Trypanosoma cruzi]"
EAN87645.1,Trypanosoma cruzi,Trypanosoma,1.90E-78,261,0,"actin 2, putative [Trypanosoma cruzi]"
PWV18840.1,Trypanosoma cruzi,Trypanosoma,1.90E-78,261,0,putative actin 2 [Trypanosoma cruzi]
RNC41787.1,Trypanosoma cruzi,Trypanosoma,1.90E-78,261,0,putative actin 2 [Trypanosoma cruzi]
EAN81060.1,Trypanosoma cruzi,Trypanosoma,6.80E-65,216.3,0,"actin, putative, partial [Trypanosoma cruzi]"
PWV01327.1,Trypanosoma cruzi,Trypanosoma,2.50E-58,194.7,0,putative actin-related protein 2 [Trypanosoma cruzi]
RNF25508.1,Trypanosoma cruzi,Trypanosoma,2.50E-58,194.7,0,putative actin-related protein 2 [Trypanosoma cruzi]
EAN87119.1,Trypanosoma cruzi,Trypanosoma,5.60E-58,193.5,0,"actin-related protein 2, putative [Trypanosoma cruzi]"
KAF5223755.1,Trypanosoma cruzi,Trypanosoma,5.60E-58,193.5,0,hypothetical protein ECC02_003209 [Trypanosoma cruzi]
RNC56003.1,Trypanosoma cruzi,Trypanosoma,5.60E-58,193.5,0,putative actin-related protein 2 [Trypanosoma cruzi]
EAN93797.1,Trypanosoma cruzi,Trypanosoma,8.90E-58,192.9,0,"actin-related protein 2, putative [Trypanosoma cruzi]"
RNC48406.1,Trypanosoma cruzi,Trypanosoma,8.90E-58,192.9,0,putative actin-related protein 2 [Trypanosoma cruzi]
PWV21711.1,Trypanosoma cruzi,Trypanosoma,2.40E-50,168.4,0,putative actin-related protein 2 [Trypanosoma cruzi]
PWU87300.1,Trypanosoma cruzi,Trypanosoma,3.90E-45,151.2,0,putative actin-like protein [Trypanosoma cruzi]
RNF19047.1,Trypanosoma cruzi,Trypanosoma,3.90E-45,151.2,0,actin-like protein [Trypanosoma cruzi]
EAN92324.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,"actin-like protein, putative [Trypanosoma cruzi]"
KAF5222630.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,hypothetical protein ECC02_004207 [Trypanosoma cruzi]
PWV14295.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,putative actin-like protein [Trypanosoma cruzi]
RNC58730.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,actin-like protein [Trypanosoma cruzi]
EAN87907.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV12802.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,putative actin-like protein [Trypanosoma cruzi]
RNC44435.1,Trypanosoma cruzi,Trypanosoma,4.50E-45,151,0,actin-like protein [Trypanosoma cruzi]
PWU91996.1,Trypanosoma cruzi,Trypanosoma,1.60E-43,145.9,0,putative actin-like protein [Trypanosoma cruzi]
EAN90479.1,Trypanosoma cruzi,Trypanosoma,2.00E-43,145.6,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV09649.1,Trypanosoma cruzi,Trypanosoma,2.00E-43,145.6,0,putative actin-like protein [Trypanosoma cruzi]
RNC48351.1,Trypanosoma cruzi,Trypanosoma,2.00E-43,145.6,0,putative actin-like protein [Trypanosoma cruzi]
EAN97339.1,Trypanosoma cruzi,Trypanosoma,1.30E-42,142.9,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV08800.1,Trypanosoma cruzi,Trypanosoma,1.30E-42,142.9,0,putative actin-like protein [Trypanosoma cruzi]
PWU90040.1,Trypanosoma cruzi,Trypanosoma,8.40E-29,97.4,0,putative actin [Trypanosoma cruzi]
RNF20184.1,Trypanosoma cruzi,Trypanosoma,8.40E-29,97.4,0,putative actin [Trypanosoma cruzi]
EAN85934.1,Trypanosoma cruzi,Trypanosoma,1.10E-28,97,0,"actin, putative [Trypanosoma cruzi]"
KAF5220571.1,Trypanosoma cruzi,Trypanosoma,1.10E-28,97,0,hypothetical protein ECC02_006420 [Trypanosoma cruzi]
PWV10289.1,Trypanosoma cruzi,Trypanosoma,1.10E-28,97,0,putative actin [Trypanosoma cruzi]
RNC61173.1,Trypanosoma cruzi,Trypanosoma,1.10E-28,97,0,putative actin [Trypanosoma cruzi]
EAN98440.1,Trypanosoma cruzi,Trypanosoma,3.90E-27,91.9,0,"actin-like protein, putative [Trypanosoma cruzi]"
KAF5222205.1,Trypanosoma cruzi,Trypanosoma,3.90E-27,91.9,0,hypothetical protein ECC02_004719 [Trypanosoma cruzi]
KAF8281010.1,Trypanosoma cruzi,Trypanosoma,3.90E-27,91.9,0,putative actin-like protein [Trypanosoma cruzi]
PWV06680.1,Trypanosoma cruzi,Trypanosoma,3.90E-27,91.9,0,putative actin-like protein [Trypanosoma cruzi]
KAF8278227.1,Trypanosoma cruzi,Trypanosoma,2.90E-26,89.1,0,putative actin-like protein [Trypanosoma cruzi]
PWU94485.1,Trypanosoma cruzi,Trypanosoma,2.90E-26,89.1,0,putative actin-like protein [Trypanosoma cruzi]
RNF19400.1,Trypanosoma cruzi,Trypanosoma,2.90E-26,89.1,0,putative actin-like protein [Trypanosoma cruzi]
EAN91961.1,Trypanosoma cruzi,Trypanosoma,6.20E-22,74.8,0,"actin-like protein, putative, partial [Trypanosoma cruzi]"
EAN80807.1,Trypanosoma cruzi,Trypanosoma,3.60E-11,39.3,0.1,"actin, putative, partial [Trypanosoma cruzi]"
EAN87149.1,Trypanosoma cruzi,Trypanosoma,4.30E-07,25.9,0,"actin-like protein, putative [Trypanosoma cruzi]"
KAF5218549.1,Trypanosoma cruzi,Trypanosoma,4.30E-07,25.9,0,hypothetical protein ECC02_008530 [Trypanosoma cruzi]
PWU94140.1,Trypanosoma cruzi,Trypanosoma,4.30E-07,25.9,0,putative actin-like protein [Trypanosoma cruzi]
RNC58838.1,Trypanosoma cruzi,Trypanosoma,4.30E-07,25.9,0,putative actin-like protein [Trypanosoma cruzi]
EAN94613.1,Trypanosoma cruzi,Trypanosoma,2.40E-06,23.4,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV04754.1,Trypanosoma cruzi,Trypanosoma,2.40E-06,23.4,0,putative actin-like protein [Trypanosoma cruzi]
RNC46390.1,Trypanosoma cruzi,Trypanosoma,2.40E-06,23.4,0,putative actin-like protein [Trypanosoma cruzi]
KAF8304687.1,Trypanosoma cruzi,Trypanosoma,4.20E-06,22.6,0,putative actin-like protein [Trypanosoma cruzi]
PWU89573.1,Trypanosoma cruzi,Trypanosoma,4.20E-06,22.6,0,putative actin-like protein [Trypanosoma cruzi]
RNF21855.1,Trypanosoma cruzi,Trypanosoma,4.20E-06,22.6,0,putative actin-like protein [Trypanosoma cruzi]
PWV00105.1,Trypanosoma cruzi,Trypanosoma,0.00037,16.2,0,putative actin-like protein [Trypanosoma cruzi]
RNF23726.1,Trypanosoma cruzi,Trypanosoma,0.00037,16.2,0,putative actin [Trypanosoma cruzi]
EAN90886.1,Trypanosoma cruzi,Trypanosoma,0.00039,16.2,0,"actin-like protein, putative [Trypanosoma cruzi]"
KAF5224352.1,Trypanosoma cruzi,Trypanosoma,0.00039,16.2,0,hypothetical protein ECC02_002608 [Trypanosoma cruzi]
KAF8296203.1,Trypanosoma cruzi,Trypanosoma,0.00039,16.2,0,putative actin-like protein [Trypanosoma cruzi]
RNC57094.1,Trypanosoma cruzi,Trypanosoma,0.00039,16.2,0,putative actin [Trypanosoma cruzi]
EAN97086.1,Trypanosoma cruzi,Trypanosoma,0.00054,15.7,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV11096.1,Trypanosoma cruzi,Trypanosoma,0.00054,15.7,0,putative actin-like protein [Trypanosoma cruzi]
RNC46949.1,Trypanosoma cruzi,Trypanosoma,0.00054,15.7,0,putative actin [Trypanosoma cruzi]
EAN84931.1,Trypanosoma cruzi,Trypanosoma,0.0012,14.5,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV18435.1,Trypanosoma cruzi,Trypanosoma,0.0012,14.5,0,putative actin-like protein [Trypanosoma cruzi]
RNC61678.1,Trypanosoma cruzi,Trypanosoma,0.0012,14.5,0,putative actin-like protein [Trypanosoma cruzi]
KAF8276379.1,Trypanosoma cruzi,Trypanosoma,0.0028,13.3,0,putative actin-like protein [Trypanosoma cruzi]
PWU95165.1,Trypanosoma cruzi,Trypanosoma,0.0028,13.3,0,putative actin-like protein [Trypanosoma cruzi]
EAO00237.1,Trypanosoma cruzi,Trypanosoma,0.0029,13.3,0,"actin-like protein, putative [Trypanosoma cruzi]"
PWV18174.1,Trypanosoma cruzi,Trypanosoma,0.0029,13.3,0,putative actin-like protein [Trypanosoma cruzi]
RNC48867.1,Trypanosoma cruzi,Trypanosoma,0.0029,13.3,0,putative actin-like protein [Trypanosoma cruzi]
PBJ80056.1,Trypanosoma cruzi cruzi,Trypanosoma,1.60E-172,570.9,0,actin-related protein 3 [Trypanosoma cruzi cruzi]
PBJ69333.1,Trypanosoma cruzi cruzi,Trypanosoma,3.60E-88,293,0,actin [Trypanosoma cruzi cruzi]
PBJ70101.1,Trypanosoma cruzi cruzi,Trypanosoma,2.50E-58,194.7,0,actin-related protein 2 [Trypanosoma cruzi cruzi]
PBJ75073.1,Trypanosoma cruzi cruzi,Trypanosoma,1.60E-43,145.9,0,actin-like protein [Trypanosoma cruzi cruzi]
PBJ69557.1,Trypanosoma cruzi cruzi,Trypanosoma,8.40E-29,97.4,0,actin [Trypanosoma cruzi cruzi]
PBJ80050.1,Trypanosoma cruzi cruzi,Trypanosoma,2.90E-26,89.1,0,actin-like protein [Trypanosoma cruzi cruzi]
PBJ69066.1,Trypanosoma cruzi cruzi,Trypanosoma,0.00037,16.2,0,actin-like protein [Trypanosoma cruzi cruzi]
PBJ72710.1,Trypanosoma cruzi cruzi,Trypanosoma,0.0028,13.3,0,actin-like protein [Trypanosoma cruzi cruzi]
ESS68162.1,Trypanosoma cruzi Dm28c,Trypanosoma,1.60E-172,570.9,0,actin-related protein 3 [Trypanosoma cruzi Dm28c]
ESS65814.1,Trypanosoma cruzi Dm28c,Trypanosoma,3.60E-88,293,0,actin [Trypanosoma cruzi Dm28c]
ESS68777.1,Trypanosoma cruzi Dm28c,Trypanosoma,0.00037,16.2,0,actin [Trypanosoma cruzi Dm28c]
ESS70876.1,Trypanosoma cruzi Dm28c,Trypanosoma,0.0028,13.3,0,actin-like protein [Trypanosoma cruzi Dm28c]
ABF13398.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,5.20E-173,572.5,0,actin-related protein 3 [Trypanosoma cruzi strain CL Brener]
ABF13397.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,5.60E-58,193.5,0,actin-related protein 2 [Trypanosoma cruzi strain CL Brener]
ABF58721.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,4.50E-45,151,0,ALP3 [Trypanosoma cruzi strain CL Brener]
ABF58722.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,1.30E-42,142.9,0,actin-like protein 2 [Trypanosoma cruzi strain CL Brener]
ABF58716.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,1.10E-28,97,0,actin-like protein 3 [Trypanosoma cruzi strain CL Brener]
ABF58720.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,3.90E-27,91.9,0,ALP5 [Trypanosoma cruzi strain CL Brener]
ABF58718.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,2.40E-06,23.4,0,actin-related protein 6 [Trypanosoma cruzi strain CL Brener]
ABF58719.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,0.00054,15.7,0,actin-like protein 4 [Trypanosoma cruzi strain CL Brener]
ABF58717.1,Trypanosoma cruzi strain CL Brener,Trypanosoma,0.0012,14.5,0,ALP6 [Trypanosoma cruzi strain CL Brener]
SCU67947.1,Trypanosoma equiperdum,Trypanosoma,3.90E-166,549.9,0,"actin related protein 3, putative [Trypanosoma equiperdum]"
SCU66724.1,Trypanosoma equiperdum,Trypanosoma,2.50E-59,198,0,"actin related protein 2, putative [Trypanosoma equiperdum]"
SCU72759.1,Trypanosoma equiperdum,Trypanosoma,1.10E-44,149.7,0,"actin-like protein, putative [Trypanosoma equiperdum]"
SCU66630.1,Trypanosoma equiperdum,Trypanosoma,1.10E-43,146.5,0,"actin, putative [Trypanosoma equiperdum]"
SCU67952.1,Trypanosoma equiperdum,Trypanosoma,3.50E-25,85.5,0,"actin, putative [Trypanosoma equiperdum]"
SCU72854.1,Trypanosoma equiperdum,Trypanosoma,5.10E-06,22.3,0.3,"actin-like protein, putative [Trypanosoma equiperdum]"
SCU71093.1,Trypanosoma equiperdum,Trypanosoma,0.0015,14.3,0,"actin, putative [Trypanosoma equiperdum]"
XLE99431.1,Trypanosoma evansi,Trypanosoma,6.70E-89,295.4,0,actin [Trypanosoma evansi]
XLE99433.1,Trypanosoma evansi,Trypanosoma,1.20E-88,294.5,0,actin [Trypanosoma evansi]
XRP78418.1,Trypanosoma evansi,Trypanosoma,1.20E-88,294.5,0,actin [Trypanosoma evansi]
XRP78419.1,Trypanosoma evansi,Trypanosoma,1.20E-88,294.5,0,actin [Trypanosoma evansi]
XXN60607.1,Trypanosoma evansi,Trypanosoma,1.20E-88,294.5,0,actin [Trypanosoma evansi]
XXN60608.1,Trypanosoma evansi,Trypanosoma,1.20E-88,294.5,0,actin [Trypanosoma evansi]
KEG11013.1,Trypanosoma grayi,Trypanosoma,2.90E-170,563.4,0,actin-related protein 3 [Trypanosoma grayi]
KEG14314.1,Trypanosoma grayi,Trypanosoma,2.90E-89,296.6,0,putative actin [Trypanosoma grayi]
KEG14331.1,Trypanosoma grayi,Trypanosoma,2.50E-77,257.3,0,actin 2 [Trypanosoma grayi]
KEG08963.1,Trypanosoma grayi,Trypanosoma,1.30E-60,202.2,0,actin-related protein 2 [Trypanosoma grayi]
KEG13618.1,Trypanosoma grayi,Trypanosoma,4.10E-43,144.5,0,actin-like protein [Trypanosoma grayi]
KEG09790.1,Trypanosoma grayi,Trypanosoma,3.50E-42,141.5,0,putative actin-like protein [Trypanosoma grayi]
KEG11006.1,Trypanosoma grayi,Trypanosoma,5.50E-29,98,0,actin-like protein [Trypanosoma grayi]
KEG09935.1,Trypanosoma grayi,Trypanosoma,4.70E-27,91.7,0,putative actin [Trypanosoma grayi]
KEG14266.1,Trypanosoma grayi,Trypanosoma,0.00012,17.8,0,putative actin [Trypanosoma grayi]
KEG13747.1,Trypanosoma grayi,Trypanosoma,0.00041,16.1,0.1,actin-like protein [Trypanosoma grayi]
KEG06160.1,Trypanosoma grayi,Trypanosoma,0.003,13.2,0,actin-like protein [Trypanosoma grayi]
KAH9600719.1,Trypanosoma melophagium,Trypanosoma,3.80E-175,579.6,0,Actin family [Trypanosoma melophagium]
KAH9601434.1,Trypanosoma melophagium,Trypanosoma,3.40E-88,293.1,0,Actin family [Trypanosoma melophagium]
KAH9601590.1,Trypanosoma melophagium,Trypanosoma,3.40E-88,293.1,0,Actin family [Trypanosoma melophagium]
KAH9601723.1,Trypanosoma melophagium,Trypanosoma,3.40E-88,293.1,0,Actin family [Trypanosoma melophagium]
KAH9601864.1,Trypanosoma melophagium,Trypanosoma,1.70E-83,277.6,0,Actin family [Trypanosoma melophagium]
KAH9589105.1,Trypanosoma melophagium,Trypanosoma,3.20E-57,191,0,Actin family [Trypanosoma melophagium]
KAH9600101.1,Trypanosoma melophagium,Trypanosoma,1.60E-46,155.8,0,Actin family [Trypanosoma melophagium]
KAH9598171.1,Trypanosoma melophagium,Trypanosoma,1.20E-42,143.1,0,Actin family [Trypanosoma melophagium]
KAH9600735.1,Trypanosoma melophagium,Trypanosoma,4.40E-28,95,0,Actin family [Trypanosoma melophagium]
KAH9597357.1,Trypanosoma melophagium,Trypanosoma,8.10E-28,94.2,0,Actin family [Trypanosoma melophagium]
KAH9597766.1,Trypanosoma melophagium,Trypanosoma,9.20E-08,28.1,0.6,Actin family [Trypanosoma melophagium]
KAH9599169.1,Trypanosoma melophagium,Trypanosoma,0.0013,14.4,0.1,Actin family [Trypanosoma melophagium]
KAH9577513.1,Trypanosoma melophagium,Trypanosoma,0.0023,13.6,0,Actin family [Trypanosoma melophagium]
RNF03016.1,Trypanosoma rangeli,Trypanosoma,6.90E-172,568.8,0,putative actin-related protein 3 [Trypanosoma rangeli]
RNE98070.1,Trypanosoma rangeli,Trypanosoma,1.60E-88,294.1,0,actin [Trypanosoma rangeli]
RNE98187.1,Trypanosoma rangeli,Trypanosoma,7.80E-77,255.6,0,putative actin 2 [Trypanosoma rangeli]
RNF02586.1,Trypanosoma rangeli,Trypanosoma,1.60E-58,195.3,0,putative actin-related protein 2 [Trypanosoma rangeli]
RNF04507.1,Trypanosoma rangeli,Trypanosoma,7.80E-45,150.2,0,actin-like protein [Trypanosoma rangeli]
RNF09506.1,Trypanosoma rangeli,Trypanosoma,1.10E-37,126.7,0,actin-like protein [Trypanosoma rangeli]
RNF05185.1,Trypanosoma rangeli,Trypanosoma,1.20E-28,96.9,0,putative actin [Trypanosoma rangeli]
RNF07964.1,Trypanosoma rangeli,Trypanosoma,5.60E-27,91.4,0,putative actin-like protein [Trypanosoma rangeli]
RNF03990.1,Trypanosoma rangeli,Trypanosoma,0.00043,16,0,actin-like protein [Trypanosoma rangeli]
RNF08587.1,Trypanosoma rangeli,Trypanosoma,0.0049,12.5,0,actin-like protein [Trypanosoma rangeli]
ESL05505.1,Trypanosoma rangeli SC58,Trypanosoma,2.10E-88,293.8,0,actin beta/gamma 1 [Trypanosoma rangeli SC58]
ESL11232.1,Trypanosoma rangeli SC58,Trypanosoma,2.10E-88,293.8,0,actin beta/gamma 1 [Trypanosoma rangeli SC58]
ESL12200.1,Trypanosoma rangeli SC58,Trypanosoma,2.10E-88,293.8,0,actin beta/gamma 1 [Trypanosoma rangeli SC58]
ORC88199.1,Trypanosoma theileri,Trypanosoma,6.20E-176,582.1,0,actin-related protein 3 [Trypanosoma theileri]
ORC85364.1,Trypanosoma theileri,Trypanosoma,3.30E-88,293.1,0,putative actin [Trypanosoma theileri]
ORC87302.1,Trypanosoma theileri,Trypanosoma,9.30E-80,265.3,0,actin 2 [Trypanosoma theileri]
ORC88231.1,Trypanosoma theileri,Trypanosoma,9.30E-80,265.3,0,actin 2 [Trypanosoma theileri]
ORC92391.1,Trypanosoma theileri,Trypanosoma,2.30E-59,198.1,0,putative actin-related protein 2 [Trypanosoma theileri]
ORC86100.1,Trypanosoma theileri,Trypanosoma,1.00E-45,153.1,0,actin-like protein [Trypanosoma theileri]
ORC88192.1,Trypanosoma theileri,Trypanosoma,1.90E-30,102.8,0,actin-like protein [Trypanosoma theileri]
ORC84666.1,Trypanosoma theileri,Trypanosoma,8.30E-29,97.4,0,putative actin [Trypanosoma theileri]
ORC89358.1,Trypanosoma theileri,Trypanosoma,0.00041,16.1,0.1,actin-like protein [Trypanosoma theileri]
ORC93411.1,Trypanosoma theileri,Trypanosoma,0.00071,15.3,0.2,actin-like protein [Trypanosoma theileri]
ORC93788.1,Trypanosoma theileri,Trypanosoma,0.0066,12.1,0,putative actin [Trypanosoma theileri]
KAH8611528.1,Trypanosoma vivax,Trypanosoma,6.40E-163,539.3,0,putative Actin [Trypanosoma vivax]
KAH8604348.1,Trypanosoma vivax,Trypanosoma,1.60E-89,297.5,0,putative Actin [Trypanosoma vivax]
KAH8611173.1,Trypanosoma vivax,Trypanosoma,1.10E-52,176.1,0,putative Actin [Trypanosoma vivax]
KAH8607994.1,Trypanosoma vivax,Trypanosoma,1.40E-43,146.1,0,putative Actin [Trypanosoma vivax]
KAH8611703.1,Trypanosoma vivax,Trypanosoma,2.60E-39,132,0,putative Actin [Trypanosoma vivax]
KAH8614170.1,Trypanosoma vivax,Trypanosoma,9.80E-05,18.1,0.1,putative Actin [Trypanosoma vivax]
CCC50368.1,Trypanosoma vivax Y486,Trypanosoma,6.40E-163,539.3,0,putative actin-related protein 3 [Trypanosoma vivax Y486]
CCC52477.1,Trypanosoma vivax Y486,Trypanosoma,1.10E-52,176.1,0,putative actin-related protein 2 [Trypanosoma vivax Y486]
CCC53610.1,Trypanosoma vivax Y486,Trypanosoma,1.40E-43,146.1,0,putative actin-like protein [Trypanosoma vivax Y486]
CCC52926.1,Trypanosoma vivax Y486,Trypanosoma,2.60E-39,132,0,putative actin [Trypanosoma vivax Y486]
CCC47406.1,Trypanosoma vivax Y486,Trypanosoma,9.80E-05,18.1,0.1,putative actin [Trypanosoma vivax Y486]
CCC47051.1,Trypanosoma vivax Y486,Trypanosoma,0.0021,13.7,0,putative actin-like protein [Trypanosoma vivax Y486]
BAJ78229.1,Tsukubamonas globosa,Tsukubamonas,5.10E-67,223.3,0.3,"actin, partial [Tsukubamonas globosa]"
